GID;NOMBRE;OBSERVACIONES;TIPO_LOCAL_SEL_DOM;THE_GEOM.SDO_POINT.X;THE_GEOM.SDO_POINT.Y
 1342;Autoservice LUCAS;;Supermercado; 586693.078038342; 6140422.46252536
 1343;Autoservice KINKO 8;;Supermercado; 585712.725798467; 6139788.716507608
 1350;Autoservice LA BOHEMIA 2;;Supermercado; 572811.520290333; 6143815.930355296
 1358;Autoservice PARIS;En 5472;Supermercado; 570785.516703386; 6146748.986020018
 1363;Autoservice ;;Supermercado; 568886.863502038; 6149158.410903092
 1364;Autoservice UNICENTRO;;Supermercado; 568646.119953225; 6149456.219722576
 1397;5 HERMANOS;1 Cont.;Supermercado; 574247.396247984; 6138465.431645094
 1402;LA CHACRA;;Supermercado; 579483.277443805; 6137710.089832791
 1332;Autoservice LOS PARAISOS;En 6125;Supermercado; 576320.746838124; 6149847.679272592
 1405;SUPER VERO;;Supermercado; 577306.396172572; 6139851.98557103
 1346;Autoservice VITER;;Supermercado; 570286.280311219; 6145215.652974054
 1349;Autoservice ARIEL;En 4499;Supermercado; 572349.690041289; 6144155.293803366
 1353;Autoservice LA FAMILIA;;Supermercado; 573113.291782423; 6145853.563873172
 1366;Supermercado TATA;;Supermercado; 578576.580187599; 6146237.502744216
 1369;Autoservice LA CRUZ;En Av BOLIVIA 2895;Supermercado; 582544.872516698; 6140701.957425646
 1368;Autoservice FERIA VEGETAL;Av Italia 5558;Supermercado; 583399.281494626; 6139480.807416554
 1370;Autoservice SAN CONO;En 3682;Supermercado; 566493.393268971; 6139202.871838735
 1330;Autoservice IBIZA 2;En 4711;Supermercado; 577154.173258639; 6146376.974528796
 1340;Autoservice SUPER SOL;Esquina AMAZONAS;Supermercado; 582200.205677874; 6138131.486159654
 1348;Autoservice LAS BARRERAS;En 4835;Supermercado; 571634.46628904; 6145118.569572822
 1403;MERCADITO RIVERA;;Supermercado; 577245.204784982; 6137363.452892918
 264;Supermercado TIENDA INGLESA;EN 3771;Supermercado; 576293.915666557; 6141482.147093452
 265;Supermercado TATA;;Supermercado; 578516.24182785; 6145599.89329955
 20;Supermercado DEVOTO;;Supermercado; 574771.538955497; 6141104.512961093
 22;Supermercado DISCO;;Supermercado; 578151.026113242; 6136703.224560775
 25;Supermercado MULTIAHORRO;;Supermercado; 573667.875171512; 6142910.216736346
 26;Supermercado MULTIAHORRO;;Supermercado; 576910.935518398; 6136542.247157819
 102;Supermercado TATA;EN 1280;Supermercado; 574143.683798694; 6137099.985710179
 106;Supermercado TATA;EN 880;Supermercado; 573310.769787131; 6137032.2825304
 200;Supermercado DEVOTO;Garzón 1939;Supermercado; 571095.999982543; 6148296.286097706
 209;Supermercado MULTIAHORRO;AV LEZICA 6345;Supermercado; 568801.007248646; 6149251.130172414
 243;Supermercado TIENDA INGLESA;EN 4086;Supermercado; 579063.754951796; 6140953.419965682
 251;Supermercado DISCO;RUTA 8 7720;Supermercado; 583549.678903254; 6148565.198838606
 253;Supermercado MACROMERCADO;EN 6783;Supermercado; 582113.234458791; 6146062.087727497
 260;Supermercado DEVOTO;;Supermercado; 578260.754409086; 6140296.890734846
 261;Supermercado TATA;EN 3721;Supermercado; 578468.537661497; 6140440.326774444
 262;Supermercado TATA;;Supermercado; 576599.50822783; 6142741.241451899
 356;Supermercado DEVOTO;;Supermercado; 584073.603819469; 6138370.707296989
 363;Supermercado MULTIAHORRO;;Supermercado; 585070.626831602; 6140922.679977774
 353;Supermercado TATA;;Supermercado; 584172.578637645; 6139760.042132065
 355;Supermercado DEVOTO;;Supermercado; 584152.617624; 6139756.923223683
 357;Supermercado DEVOTO;;Supermercado; 585300.871904751; 6138407.151387418
 358;Supermercado TIENDA INGLESA;;Supermercado; 586012.753791019; 6139019.52338386
 362;Supermercado DEVOTO;;Supermercado; 586160.455966168; 6140125.553992217
 1316;Autoservice SUPER DESCUENTO;;Supermercado; 578610.182328744; 6146153.700807696
 1321;Autoservice EL CLON;;Supermercado; 578280.936858206; 6140309.837532518
 1325;Autoservice IBIZA;;Supermercado; 578674.339847156; 6146739.302528896
 1401;FROG 3;;Supermercado; 577754.511092029; 6137373.331741262
 1378;En vía pública;Fte. 2208;Supermercado; 576221.32444276; 6135661.484042767
 1288;Autoservice MANJARES;;Supermercado; 570340.724029463; 6142727.560924958
 1292;Autoservice EL CLON;;Supermercado; 568493.436071583; 6140658.591695999
 1299;Autoservice  LOS PORTONES;;Supermercado; 561128.443399248; 6142173.258933983
 1300;Autoservice MULTI ECO;;Supermercado; 566421.803529741; 6144907.701199216
 1304;Autoservice ;;Supermercado; 559213.283554786; 6150060.14036244
 1309;Autoservice RED MARKET 11;;Supermercado; 565288.094226123; 6146429.28539652
 1313;Autoservice SUPER;;Supermercado; 577895.800491526; 6143136.502530525
 1320;Autoservice ECO MARKET 2;;Supermercado; 578330.810399061; 6140342.551449706
 1322;Autoservice DEPOSITO MAYORISTA;;Supermercado; 577192.249213266; 6140903.728743459
 1310;Autoservice SUPER LOS 33;;Supermercado; 580730.581837694; 6140868.448540674
 1314;Autoservice BETINA;;Supermercado; 579089.558808988; 6143710.660563896
 1315;Autoservice SUPER;;Supermercado; 579056.680810144; 6143761.404591958
 1317;Autoservice FRIGO 2000;;Supermercado; 579214.947785756; 6144538.77295967
 1326;Autoservice TAMISUR;;Supermercado; 579021.578555289; 6150814.660033466
 1329;Autoservice LA RANITA;En 4468;Supermercado; 577845.350779746; 6146833.634740812
 1331;Autoservice FRIGO;En 3086;Supermercado; 576643.361061042; 6148065.79040134
 1333; Autoservice FRIGO REY;;Supermercado; 582221.68996278; 6139988.245126888
 1336;Autoservice SUPERMERCADO;En 2148;Supermercado; 578092.228959657; 6139177.917001514
 1351;Autoservice FRIGO;;Supermercado; 573726.007913015; 6144660.715912214
 1359;Autoservice SAN ROQUE;En 1945;Supermercado; 571050.505709344; 6148329.545215664
 1362;Autoservice SUPERTOTIS;;Supermercado; 570394.147771898; 6149183.553308901
 1398;SUPER + CERCA;1 Cont.;Supermercado; 574003.735557554; 6138130.385056091
 1400;ACE;;Supermercado; 577019.271201567; 6139322.960205569
 1404;SUPER ARIEL 4;;Supermercado; 577444.581760702; 6138798.532749061
 1406;TIO 2;;Supermercado; 576981.923446827; 6138770.90483481
 1282;Autoservice NUEVO PORVENIR;;Supermercado; 571688.016622907; 6141968.716857893
 1287;Autoservice MARYMAR;;Supermercado; 571202.380293901; 6142736.386179178
 1308;Autoservice DEL RIO;En 193;Supermercado; 559190.771256873; 6150131.719818724
 1311;Autoservice DEL FUERTE;;Supermercado; 580672.113988946; 6143020.839922045
 1312;Autoservice OCASION;;Supermercado; 578446.329683488; 6143034.596149962
 1318;Autoservice;;Supermercado; 581221.81219922; 6144986.810070707
 1319;Autoservice RED MARKET;;Supermercado; 587156.942811954; 6151347.658070256
 1327;Autoservice DON PEPE;;Supermercado; 578965.178007923; 6148454.268089012
 1328;Autoservice ECO;;Supermercado; 574994.262898621; 6143230.159653527
 1334;Autoservice ZUM FELDE;;Supermercado; 582188.838299198; 6140041.782840298
 1335;EL CLON;;Supermercado; 578493.993074956; 6140419.195955354
 54;Supermercado DISCO;EN 1318;Supermercado; 577213.096452687; 6137089.981847698
 293;Supermercado TATA;;Supermercado; 577808.385440962; 6139948.62598761
 326;Supermercado MULTIAHORRO;;Supermercado; 578471.495548053; 6140165.377956446
 332;Supermercado TATA;EN 4361;Supermercado; 580122.046535171; 6140504.691333269
 335;Supermercado MULTIAHORRO;EN 4656;Supermercado; 580642.80672802; 6140810.394031685
 341;Supermercado MULTIAHORRO;EN 4498;Supermercado; 580940.38593671; 6139724.029515093
 344;Supermercado DISCO;;Supermercado; 579931.540978992; 6138605.189018345
 345;Supermercado MULTIAHORRO;EN 4250;Supermercado; 580239.613791692; 6138135.79513426
 69;Supermercado MULTIAHORRO;;Supermercado; 575544.715179337; 6136959.666665068
 77;Supermercado TATA;EN 1593;Supermercado; 574741.77130263; 6137297.171113948
 128;Supermercado DISCO;;Supermercado; 575143.422235746; 6137854.849786416
 221;Supermercado MACROMERCADO;Cont. 3;Supermercado; 567407.476161794; 6144582.34924653
 222;Supermercado MACROMERCADO;Cont. 3;Supermercado; 570279.652827312; 6142002.539374274
 223;Supermercado MULTIAHORRO;Cont. 2;Supermercado; 569739.020992875; 6141476.858882435
 228;Supermercado DEVOTO;;Supermercado; 570999.4840143; 6143035.812972518
 259;Supermercado MULTIAHORRO;EN 4649;Supermercado; 577213.12896684; 6143699.936191125
 342;Supermercado MULTIAHORRO;EN 3796;Supermercado; 579485.682547166; 6139143.503676508
 348;Supermercado DEVOTO;EN 1444;Supermercado; 581524.668026574; 6138241.397174988
 349;Supermercado DISCO;;Supermercado; 582353.060035405; 6138801.121591249
 351;Supermercado TIENDA INGLESA;;Supermercado; 583894.864012082; 6139566.378998748
 27;Supermercado DISCO;;Supermercado; 576720.547128642; 6136252.044543762
 23;Supermercado DEVOTO;;Supermercado; 574901.553098284; 6138543.571404656
 29;Supermercado DEVOTO;;Supermercado; 576974.455454594; 6135611.949942578
 32;Supermercado DISCO;;Supermercado; 578139.393830044; 6138342.310022756
 43;Supermercado DISCO;EN 2628;Supermercado; 577112.428233802; 6136027.030392215
 51;Supermercado DISCO;EN 2681;Supermercado; 576689.964939331; 6138855.859645564
 57;Supermercado DISCO;Agraciada 2986;Supermercado; 573238.161828685; 6140422.001199988
 61;Supermercado TATA;EN MONTEVIDEO SHOPPING;Supermercado; 578954.228624208; 6137421.099761807
 62;Supermercado DISCO;Marcelino Sosa 2706;Supermercado; 574822.156407347; 6140209.59223008
 70;Supermercado DISCO;;Supermercado; 578430.914154252; 6139119.601485397
 72;Supermercado DEVOTO;;Supermercado; 573494.780177277; 6141708.967511248
 71;Supermercado DISCO;;Supermercado; 575544.35841727; 6137428.369207326
 74;Supermercado MULTIAHORRO;;Supermercado; 576258.027070529; 6139639.548411974
 100;Supermercado DISCO;;Supermercado; 573652.580943473; 6136645.236110669
 103;Supermercado DISCO;;Supermercado; 574271.208539891; 6137500.835942578
 125;Supermercado CLON;;Supermercado; 575781.707606025; 6137772.712556322
 6;Supermercado DEVOTO;EN 1360;Supermercado; 578020.552933088; 6136857.325957842
 24;Supermercado MULTIAHORRO;;Supermercado; 576948.434208252; 6136841.255955968
 28;Supermercado MULTIAHORRO;EN 2226;Supermercado; 575752.375059903; 6138592.980229248
 30;Supermercado MULTIAHORRO;;Supermercado; 579564.703903074; 6138401.932608996
 34;Supermercado MACROMERCADO;;Supermercado; 574897.691851396; 6141423.704236033
 37;Supermercado DISCO FAST;EN 2335;Supermercado; 576393.373067553; 6137635.145957927
 38;Supermercado TIENDA INGLESA;;Supermercado; 573555.878459119; 6142462.235130739
 39;Supermercado DISCO;;Supermercado; 576493.187970378; 6137684.151045338
 47;Supermercado MULTIAHORRO;Cufre 2685;Supermercado; 575774.429563964; 6140182.571012742
 53;Supermercado TATA;EN 1867_DENTRO DE SHOPPING TRES CRUCES;Supermercado; 576254.464536827; 6138503.561519626
 55;Supermercado MULTIAHORRO;;Supermercado; 573719.943565886; 6139454.161556338
 59;Supermercado TIENDA INGLESA;EN MONTEVIDEO SHOPPING;Supermercado; 578962.56578896; 6137375.000144949
 60;Supermercado DEVOTO;;Supermercado; 572252.014925969; 6141622.767843032
 63;Supermercado PLANETA;EN 2348;Supermercado; 576318.069343226; 6137481.253493882
 64;Supermercado DISCO;EN PUNTA CARRETAS SHOPPING;Supermercado; 576855.436033066; 6135044.551907044
 66;Supermercado FRIGO;;Supermercado; 575315.709927339; 6136418.896589284
 67;Supermercado MULTIAHORRO;;Supermercado; 574421.050120701; 6140338.294774339
 99;Supermercado DISCO;;Supermercado; 574554.204848553; 6136206.10304118
 197;Supermercado TATA;;Supermercado; 571309.305014984; 6142610.634397441
 198;Supermercado DEVOTO;;Supermercado; 572068.989394137; 6144826.378384987
 205;Supermercado MULTIAHORRO;BV JOSE BATLLE Y ORDOÑEZ 6607;Supermercado; 570967.578530427; 6146050.59238667
 224;Supermercado MULTIAHORRO;Cont. 2;Supermercado; 568828.615129372; 6140734.399652062
 226;Supermercado TATA;Cont. 2;Supermercado; 568712.811841833; 6138863.977903288
